id,url,spawn,hunt_date,duration,minutes,party_size,party_comp,min_lvl,max_lvl,avg_lvl,has_creature_stats,xp_gain,raw_xp_gain,balance,supplies_total,loot_total,supplies_known,xp_h,raw_xp_h,balance_h,loot_h,query_min,query_max,query_party,query_search
33193,https://www.hunt-analyser.com/hunt_sessions/33193,ghastly dragon,"Jul 20, 2025 10:06",00:55h,55,1,,,,150,1,461490,0,27990,0,27990,0,503443,0,30534,30535.0,100,200,Solo,
33258,https://www.hunt-analyser.com/hunt_sessions/33258,ghastly + chosens,"Jul 21, 2025 16:13",01:23h,83,1,,,,150,1,464242,0,90858,0,90858,0,335596,0,65680,65680.0,100,200,Solo,
33424,https://www.hunt-analyser.com/hunt_sessions/33424,lizard chosen & ghastly dragon,"Jul 24, 2025 00:36",00:54h,54,0,,,,,1,393935,0,88150,0,88150,0,437705,0,97944,97944.0,0,0,,lizard
33425,https://www.hunt-analyser.com/hunt_sessions/33425,grimvale,"Jul 24, 2025 03:21",00:39h,39,1,,,,150,1,310005,0,76011,0,76011,0,476930,0,116940,116940.0,100,200,Solo,
33445,https://www.hunt-analyser.com/hunt_sessions/33445,2. Hydra Medusa Serpent Spawn Deep Banuta,"Jul 24, 2025 17:09",00:42h,42,1,EM 182,182,182,182,1,1197112,798075,60469,184298,244767,1,1710160,1140107,86384,349667.0,0,0,,banuta
34016,https://www.hunt-analyser.com/hunt_sessions/34016,goroma medusa & serpent spawn,"Aug 03, 2025 10:42",01:23h,83,0,,,,,1,872773,0,16394,0,16394,0,630920,0,11851,11851.0,0,0,,medusa
35841,https://www.hunt-analyser.com/hunt_sessions/35841,Monk Solo - Lavas,"Sep 02, 2025 07:30",01:13h,73,1,EM 136,136,136,136,1,3411900,1912400,-157622,157622,0,1,2804301,1571835,-129553,0.0,100,200,Solo,
37083,https://www.hunt-analyser.com/hunt_sessions/37083,Edron Were cave1,"Sep 23, 2025 10:34",00:34h,34,1,ED 167,167,167,167,1,514259,0,87479,65722,153201,1,907515,0,154374,270355.0,100,200,Solo,
37085,https://www.hunt-analyser.com/hunt_sessions/37085,Edron Were cave2,"Sep 23, 2025 12:13",00:24h,24,1,ED 168,168,168,168,1,469458,306572,5477,52480,57957,1,1173645,766430,13692,144892.0,100,200,Solo,
37180,https://www.hunt-analyser.com/hunt_sessions/37180,Edron Were cave3,"Sep 24, 2025 18:22",00:26h,26,1,ED 168,168,168,168,1,507913,338612,12841,58512,71353,1,1172106,781412,29633,164661.0,100,200,Solo,
37608,https://www.hunt-analyser.com/hunt_sessions/37608,Edron Werecave with 5 bosses,"Oct 01, 2025 10:57",00:20h,20,1,ED 172,172,172,172,1,384590,256397,65879,50327,116206,1,1153770,769191,197637,348618.0,100,200,Solo,
38346,https://www.hunt-analyser.com/hunt_sessions/38346,Exotic cave spider -1 -2   MK 188,"Oct 16, 2025 04:28",00:30h,30,1,EM 188,188,188,188,1,839477,559656,107395,77365,184760,1,1678954,1119312,214790,369520.0,100,200,Solo,
38793,https://www.hunt-analyser.com/hunt_sessions/38793,Asura Palace,"Oct 25, 2025 23:55",00:38h,38,1,EM 186,186,186,186,1,2527553,1331864,31417,295226,326643,1,3990873,2102943,49605,515752.0,0,0,,asura
38812,https://www.hunt-analyser.com/hunt_sessions/38812,Drefia Grim Reaper,"Oct 26, 2025 12:50",00:35h,35,1,EM 188,188,188,188,1,1417791,945195,-70150,162100,91950,1,2430498,1620334,-120258,157629.0,100,200,Solo,
38835,https://www.hunt-analyser.com/hunt_sessions/38835,Yalahar Grim Reaper,"Oct 26, 2025 21:32",00:49h,49,1,EM 189,189,189,189,1,2556300,1704200,-161402,358036,196634,1,3130163,2086775,-197636,240776.0,100,200,Solo,
38836,https://www.hunt-analyser.com/hunt_sessions/38836,Yalahar Grim Reaper,"Oct 26, 2025 22:35",00:54h,54,1,EM 189,189,189,189,1,3439632,2293088,-200490,448326,247836,1,3821813,2547875,-222767,275373.0,100,200,Solo,
38955,https://www.hunt-analyser.com/hunt_sessions/38955,Yalahar Grim Reaper,"Oct 29, 2025 09:16",00:54h,54,1,EM 193,193,193,193,1,4953525,2619800,-95114,381512,286398,1,5503916,2910888,-105683,318220.0,100,200,Solo,
39300,https://www.hunt-analyser.com/hunt_sessions/39300,cult carlin com party,"Nov 05, 2025 21:07",00:27h,27,1,EM 101,101,101,101,1,297065,198117,-45364,51645,6281,1,660144,440260,-100809,13958.0,100,200,Solo,
39992,https://www.hunt-analyser.com/hunt_sessions/39992,werehyena teste,"Nov 19, 2025 13:44",00:28h,28,1,RP 165,165,165,165,1,743160,495440,11390,167420,178810,1,1592485,1061657,24407,383164.0,0,0,,werehyena
40531,https://www.hunt-analyser.com/hunt_sessions/40531,Lizard City,"Nov 30, 2025 10:17",02:01h,121,1,ED 153,153,153,153,1,1358469,905648,-53625,166594,112969,1,673620,449081,-26591,56018.0,0,0,,lizard
40912,https://www.hunt-analyser.com/hunt_sessions/40912,Oramond Slums,"Dec 08, 2025 14:50",00:14h,14,1,EM 158,158,158,158,1,383867,255922,27703,74388,102091,1,1645144,1096808,118727,437533.0,100,200,Solo,
41129,https://www.hunt-analyser.com/hunt_sessions/41129,Lizards,"Dec 13, 2025 09:43",00:32h,32,1,ED 117,117,117,117,1,81716,54478,-2228,8520,6292,1,153217,102146,-4178,11798.0,0,0,,lizard
43891,https://www.hunt-analyser.com/hunt_sessions/43891,Glooth Bandit,"Feb 21, 2026 21:31",01:42h,102,1,MS 195,195,195,195,1,1437693,1437693,348855,167317,516172,1,845701,845701,205208,303631.0,0,0,,glooth
43941,https://www.hunt-analyser.com/hunt_sessions/43941,mini rosha,"Feb 23, 2026 05:07",00:33h,33,1,,,,150,1,638850,0,48047,0,48047,0,1161545,0,87358,87358.0,100,200,Solo,
47748,https://www.hunt-analyser.com/hunt_sessions/47748,Exotic Cave,"May 22, 2026 15:49",00:33h,33,1,EK 147,147,147,147,1,410814,0,-659,101836,101177,1,746934,0,-1199,183958.0,100,200,Solo,
49116,https://www.hunt-analyser.com/hunt_sessions/49116,gazer sceptre,"Jun 19, 2026 18:37",00:30h,30,1,ED 180,180,180,180,1,1854090,1236060,136327,149161,285488,1,3708180,2472120,272654,570976.0,100,200,Solo,
49117,https://www.hunt-analyser.com/hunt_sessions/49117,gazer sceptre,"Jun 19, 2026 15:06",00:35h,35,1,ED 180,180,180,180,1,2091893,1097660,162630,154870,317500,1,3586102,1881702,278794,544286.0,100,200,Solo,
50575,https://www.hunt-analyser.com/hunt_sessions/50575,lavas with prey,"Jul 07, 2026 10:44",01:43h,103,1,ED 173,173,173,173,1,6480071,3097178,-317787,317787,0,1,3774798,1804181,-185119,0.0,100,200,Solo,
51512,https://www.hunt-analyser.com/hunt_sessions/51512,Hero Fortres,"Jul 17, 2026 19:32",00:41h,41,1,ED 121,121,121,121,1,569321,379564,64559,24354,88913,1,833152,555459,94476,130117.0,100,200,Solo,
52059,https://www.hunt-analyser.com/hunt_sessions/52059,Vampire Crypt (Edron),"Jul 25, 2026 00:41",00:57h,57,1,RP 169,169,169,169,1,1308129,0,348778,26066,374844,1,1376977,0,367134,394573.0,0,0,,vampire
52356,https://www.hunt-analyser.com/hunt_sessions/52356,Dark Fauns -2,"Jul 29, 2026 02:41",00:30h,30,1,RP 169,169,169,169,1,855848,0,163742,36007,199749,1,1711696,0,327484,399498.0,100,200,Solo,
53070,https://www.hunt-analyser.com/hunt_sessions/53070,Cults Carlin,"Aug 05, 2026 22:45",00:28h,28,0,,,,,1,786075,524050,32684,0,32684,0,1684446,1122964,70037,70037.0,0,0,,cults
55180,https://www.hunt-analyser.com/hunt_sessions/55180,Ravenous Lava Lurker #1,"Aug 27, 2026 09:28",00:10h,10,1,EM 176,176,176,176,1,314653,0,-6490,6490,0,1,1887918,0,-38940,0.0,100,200,Solo,
55979,https://www.hunt-analyser.com/hunt_sessions/55979,Oramond West #1,"Sep 05, 2026 12:01",00:39h,39,1,EM 181,181,181,181,1,1973326,549703,326878,22690,349568,1,3035886,845696,502889,537797.0,100,200,Solo,
8446,https://www.hunt-analyser.com/hunt_sessions/8446,Cults Carlin,"Nov 07, 2024 02:26",00:30h,30,1,EK 127,127,127,127,1,777660,518440,-3200,86715,83515,1,1555320,1036880,-6400,167030.0,0,0,,cults
9088,https://www.hunt-analyser.com/hunt_sessions/9088,DL POI,"Nov 11, 2024 20:29",00:45h,45,1,ED 165,165,165,165,1,1186794,578340,-93580,211288,117708,1,1582392,771120,-124774,156944.0,100,200,Solo,
31452,https://www.hunt-analyser.com/hunt_sessions/31452,Edron vampire lair,"Jun 15, 2025 14:11",00:55h,55,0,,,,,1,915819,0,-20943,0,-20943,0,999075,0,-22847,-22847.0,0,0,,vampire
31602,https://www.hunt-analyser.com/hunt_sessions/31602,yalahar pirates,"Jun 18, 2025 12:52",00:23h,23,1,,,,250,1,76898,0,35910,0,35910,0,200603,0,93678,93678.0,200,300,Solo,
31664,https://www.hunt-analyser.com/hunt_sessions/31664,GT ZAO,"Jun 19, 2025 22:00",00:34h,34,1,RP 286,286,286,286,1,141140,94094,85414,48859,134273,1,249070,166048,150730,236952.0,200,300,Solo,
31680,https://www.hunt-analyser.com/hunt_sessions/31680,Grim reaper monk,"Jun 20, 2025 10:55",00:57h,57,1,EM 269,269,269,269,1,4557300,3038200,91005,315999,407004,1,4797157,3198105,95794,428425.0,200,300,Solo,
31790,https://www.hunt-analyser.com/hunt_sessions/31790,mini rosha,"Jun 23, 2025 12:51",01:05h,65,1,,,,250,1,-2112221,0,133388,0,133388,0,-1949743,0,123127,123127.0,200,300,Solo,
31796,https://www.hunt-analyser.com/hunt_sessions/31796,Vampire crypt (Edron),"Jun 23, 2025 16:02",00:58h,58,1,RP 208,208,208,208,1,733079,488775,27173,113026,140199,1,758357,505629,28110,145033.0,0,0,,vampire
31801,https://www.hunt-analyser.com/hunt_sessions/31801,mini rosha sooft boots,"Jun 23, 2025 20:26",00:50h,50,1,,,,250,1,637482,0,84220,0,84220,0,764978,0,101064,101064.0,200,300,Solo,
32006,https://www.hunt-analyser.com/hunt_sessions/32006,mirror,"Jun 27, 2025 14:52",00:48h,48,1,EM 276,276,276,276,1,5970858,2653802,265685,328282,593967,1,7463572,3317252,332106,742459.0,200,300,Solo,
32008,https://www.hunt-analyser.com/hunt_sessions/32008,mirror monk,"Jun 27, 2025 14:52",02:20h,140,1,EM 276,276,276,276,1,16016583,7197711,687299,922995,1610294,1,6864249,3084733,294556,690126.0,200,300,Solo,
32061,https://www.hunt-analyser.com/hunt_sessions/32061,venore amazon camp,"Jun 28, 2025 21:09",00:57h,57,1,,,,250,1,63113,0,83259,0,83259,0,66434,0,87641,87641.0,200,300,Solo,
32087,https://www.hunt-analyser.com/hunt_sessions/32087,sabretoth,"Jun 29, 2025 13:03",01:16h,76,1,,,,250,1,202680,0,97973,0,97973,0,160010,0,77347,77347.0,200,300,Solo,
32156,https://www.hunt-analyser.com/hunt_sessions/32156,blood crabs meriana,"Jul 01, 2025 03:11",00:58h,58,1,,,,250,1,126421,0,248334,0,248334,0,130780,0,256897,256897.0,200,300,Solo,
32492,https://www.hunt-analyser.com/hunt_sessions/32492,edron vampires,"Jul 07, 2025 19:28",00:59h,59,0,,,,,1,420969,0,-6629,0,-6629,0,428104,0,-6742,-6741.0,0,0,,vampire
32616,https://www.hunt-analyser.com/hunt_sessions/32616,wherehyaenas,"Jul 10, 2025 18:42",00:33h,33,1,,,,250,1,254352,0,14515,0,14515,0,462458,0,26390,26391.0,200,300,Solo,
32687,https://www.hunt-analyser.com/hunt_sessions/32687,roshamuul con familiar,"Jul 12, 2025 10:25",00:22h,22,0,,,,,1,124440,0,2499,0,2499,0,339381,0,6815,6815.0,0,0,,roshamuul
32806,https://www.hunt-analyser.com/hunt_sessions/32806,werehyenas rp 30min,"Jul 15, 2025 20:12",00:33h,33,1,RP 279,279,279,279,1,2085930,1190860,201799,150184,351983,1,3792600,2165200,366907,639969.0,0,0,,werehyena
32838,https://www.hunt-analyser.com/hunt_sessions/32838,Minos de oramond,"Jul 16, 2025 03:26",00:27h,27,1,,,,250,1,187950,0,14405,0,14405,0,417666,0,32011,32011.0,200,300,Solo,
32843,https://www.hunt-analyser.com/hunt_sessions/32843,Oramond West Quara,"Jul 16, 2025 05:49",01:11h,71,0,,,,,1,1804486,1203044,-116704,0,-116704,0,1524917,1016656,-98624,-98623.0,0,0,,quara
33031,https://www.hunt-analyser.com/hunt_sessions/33031,werehyaena avalanche hunt,"Jul 18, 2025 01:01",00:40h,40,1,,,,250,1,356400,0,34203,0,34203,0,534600,0,51304,51304.0,200,300,Solo,
33345,https://www.hunt-analyser.com/hunt_sessions/33345,WEREHYENA -2 NORTE 22/07,"Jul 22, 2025 19:39",00:56h,56,1,ED 218,218,218,218,1,1643160,1095441,182292,147365,329657,1,1760528,1173686,195312,353204.0,0,0,,werehyena
33624,https://www.hunt-analyser.com/hunt_sessions/33624,Deeper Banuta -8,"Jul 27, 2025 05:37",01:13h,73,1,EM 218,218,218,218,1,3120417,1686574,111380,279774,391154,1,2564726,1386225,91545,321496.0,0,0,,banuta
33926,https://www.hunt-analyser.com/hunt_sessions/33926,putrid mummy (dayli boosted),"Jul 31, 2025 23:31",00:50h,50,1,,,,250,1,624145,0,343311,0,343311,0,748974,0,411973,411973.0,200,300,Solo,
34426,https://www.hunt-analyser.com/hunt_sessions/34426,Barkless,"Aug 10, 2025 12:26",01:07h,67,1,RP 292,292,292,292,1,2729667,1819778,-337441,354832,17391,1,2444477,1629651,-302186,15574.0,200,300,Solo,
34810,https://www.hunt-analyser.com/hunt_sessions/34810,Barbarians,"Aug 16, 2025 15:03",01:00h,60,1,RP 300,300,300,300,1,210118,140428,59641,12388,72029,1,210118,140428,59641,72029.0,200,300,Solo,
