side,price,units
sell,250,30
sell,330,203
sell,349,20
sell,350,10
sell,350,28
sell,400,1
sell,400,123
sell,496,43
sell,498,53
sell,499,55
sell,599,2
sell,600,10
sell,849,3
sell,850,12
buy,1,2796
