side,price,units
sell,996,1
sell,997,4
sell,998,1
sell,999,155
sell,1500,5
sell,10000,1
buy,702,247
buy,701,159
buy,700,120
buy,679,43
buy,678,275
buy,677,111
buy,676,101
buy,671,258
buy,500,460
buy,1,2000
buy,1,853
buy,1,521
buy,1,433
