side,price,units
sell,1749,40
sell,1750,1
sell,1800,5
sell,1834,223
sell,1835,40
sell,1840,70
sell,1842,16
sell,1846,1
sell,1848,1
sell,1850,1
sell,2099,9
sell,2100,17
buy,818,41
buy,817,10
buy,816,201
buy,801,262
