hunt_id,spawn,hunt_date,minutes,creature,killed,kills_per_h,xp_h,loot_h,balance_h,url
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Sphinx,21,25.7,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Sandcrawler,11,13.5,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Cobra,10,12.2,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Crab,7,8.6,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Scorpion,4,4.9,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Crocodile,4,4.9,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41294,sphinx & lamassu,"Dec 16, 2025 18:23",49,Flamingo,2,2.4,734048,-60904,-60904,https://www.hunt-analyser.com/hunt_sessions/41294
41398,mini rosha,"Dec 18, 2025 22:50",77,Weakened Frazzlemaw,159,123.9,317618,102104,102104,https://www.hunt-analyser.com/hunt_sessions/41398
41398,mini rosha,"Dec 18, 2025 22:50",77,Enfeebled Silencer,98,76.4,317618,102104,102104,https://www.hunt-analyser.com/hunt_sessions/41398
41398,mini rosha,"Dec 18, 2025 22:50",77,Dark Faun,2,1.6,317618,102104,102104,https://www.hunt-analyser.com/hunt_sessions/41398
41398,mini rosha,"Dec 18, 2025 22:50",77,Kroazur,1,0.8,317618,102104,102104,https://www.hunt-analyser.com/hunt_sessions/41398
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Cult Believer,104,152.2,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Vicious Squire,57,83.4,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Renegade Knight,49,71.7,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Vile Grandmaster,20,29.3,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Cult Enforcer,12,17.6,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41547,carlin cults druid,"Dec 22, 2025 21:09",41,Cult Scholar,5,7.3,540638,-46054,-46054,https://www.hunt-analyser.com/hunt_sessions/41547
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Cult Believer,104,69.3,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Vicious Squire,57,38.0,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Renegade Knight,49,32.7,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Lamassu,32,21.3,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Vile Grandmaster,20,13.3,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Sphinx,19,12.7,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Sandcrawler,13,8.7,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Cult Enforcer,12,8.0,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Cobra,12,8.0,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Cult Scholar,5,3.3,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Scorpion,4,2.7,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41551,sphinx & lamassu,"Dec 22, 2025 21:09",90,Crab,4,2.7,667829,-61911,-61911,https://www.hunt-analyser.com/hunt_sessions/41551
41940,demons edron square,"Dec 31, 2025 18:02",61,Demon,56,55.1,536503,69150,69150,https://www.hunt-analyser.com/hunt_sessions/41940
41940,demons edron square,"Dec 31, 2025 18:02",61,Massive Fire Elemental,17,16.7,536503,69150,69150,https://www.hunt-analyser.com/hunt_sessions/41940
41940,demons edron square,"Dec 31, 2025 18:02",61,Dark Apprentice,3,3.0,536503,69150,69150,https://www.hunt-analyser.com/hunt_sessions/41940
41940,demons edron square,"Dec 31, 2025 18:02",61,Slime,1,1.0,536503,69150,69150,https://www.hunt-analyser.com/hunt_sessions/41940
41940,demons edron square,"Dec 31, 2025 18:02",61,Dark Magician,1,1.0,536503,69150,69150,https://www.hunt-analyser.com/hunt_sessions/41940
42012,mini,"Jan 02, 2026 22:20",65,Weakened Frazzlemaw,282,260.3,648956,247933,247932,https://www.hunt-analyser.com/hunt_sessions/42012
42012,mini,"Jan 02, 2026 22:20",65,Enfeebled Silencer,167,154.2,648956,247933,247932,https://www.hunt-analyser.com/hunt_sessions/42012
42012,mini,"Jan 02, 2026 22:20",65,Kroazur,1,0.9,648956,247933,247932,https://www.hunt-analyser.com/hunt_sessions/42012
42569,Boquinha rosha Feyrist Nightmare.,"Jan 16, 2026 19:32",24,Weakened Frazzlemaw,221,552.5,1434040,622170,383407,https://www.hunt-analyser.com/hunt_sessions/42569
42569,Boquinha rosha Feyrist Nightmare.,"Jan 16, 2026 19:32",24,Enfeebled Silencer,126,315.0,1434040,622170,383407,https://www.hunt-analyser.com/hunt_sessions/42569
42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",49,Weakened Frazzlemaw,437,535.1,1326397,545352,337518,https://www.hunt-analyser.com/hunt_sessions/42613
42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",49,Enfeebled Silencer,243,297.6,1326397,545352,337518,https://www.hunt-analyser.com/hunt_sessions/42613
42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",49,Boogy,6,7.3,1326397,545352,337518,https://www.hunt-analyser.com/hunt_sessions/42613
42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",49,Dark Faun,5,6.1,1326397,545352,337518,https://www.hunt-analyser.com/hunt_sessions/42613
42613,Boquinha rosha Feyrist Nightmare.,"Jan 17, 2026 23:12",49,Swan Maiden,3,3.7,1326397,545352,337518,https://www.hunt-analyser.com/hunt_sessions/42613
42631,Glooth Factory - TESTE,"Jan 18, 2026 11:25",15,Glooth Bandit,84,336.0,1880400,458056,250328,https://www.hunt-analyser.com/hunt_sessions/42631
42631,Glooth Factory - TESTE,"Jan 18, 2026 11:25",15,Glooth Brigand,76,304.0,1880400,458056,250328,https://www.hunt-analyser.com/hunt_sessions/42631
42658,Exotic Cave,"Jan 19, 2026 07:30",45,Exotic Bat,573,764.0,2014529,454776,241716,https://www.hunt-analyser.com/hunt_sessions/42658
42658,Exotic Cave,"Jan 19, 2026 07:30",45,Exotic Cave Spider,226,301.3,2014529,454776,241716,https://www.hunt-analyser.com/hunt_sessions/42658
42658,Exotic Cave,"Jan 19, 2026 07:30",45,Pirat Cutthroat,2,2.7,2014529,454776,241716,https://www.hunt-analyser.com/hunt_sessions/42658
43200,demon edron,"Feb 02, 2026 23:40",78,Demon,61,46.9,451020,127128,127128,https://www.hunt-analyser.com/hunt_sessions/43200
43200,demon edron,"Feb 02, 2026 23:40",78,Massive Fire Elemental,16,12.3,451020,127128,127128,https://www.hunt-analyser.com/hunt_sessions/43200
43200,demon edron,"Feb 02, 2026 23:40",78,Dark Apprentice,5,3.8,451020,127128,127128,https://www.hunt-analyser.com/hunt_sessions/43200
43200,demon edron,"Feb 02, 2026 23:40",78,Dark Magician,1,0.8,451020,127128,127128,https://www.hunt-analyser.com/hunt_sessions/43200
43559,werehyena -2 south,"Feb 14, 2026 01:12",35,Werehyaena,373,639.4,2952334,484850,41895,https://www.hunt-analyser.com/hunt_sessions/43559
43559,werehyena -2 south,"Feb 14, 2026 01:12",35,Werehyaena Shaman,148,253.7,2952334,484850,41895,https://www.hunt-analyser.com/hunt_sessions/43559
43559,werehyena -2 south,"Feb 14, 2026 01:12",35,Lich,1,1.7,2952334,484850,41895,https://www.hunt-analyser.com/hunt_sessions/43559
43565,Werehyena north,"Feb 14, 2026 00:40",123,Werehyaena,878,428.3,2263969,496208,163216,https://www.hunt-analyser.com/hunt_sessions/43565
43565,Werehyena north,"Feb 14, 2026 00:40",123,Werehyaena Shaman,531,259.0,2263969,496208,163216,https://www.hunt-analyser.com/hunt_sessions/43565
43631,demon edron,"Feb 15, 2026 22:41",33,Demon,28,50.9,484909,79507,79507,https://www.hunt-analyser.com/hunt_sessions/43631
43631,demon edron,"Feb 15, 2026 22:41",33,Massive Fire Elemental,7,12.7,484909,79507,79507,https://www.hunt-analyser.com/hunt_sessions/43631
43679,werehyena North,"Feb 17, 2026 11:02",53,Werehyaena,414,468.7,2453613,541262,219491,https://www.hunt-analyser.com/hunt_sessions/43679
43679,werehyena North,"Feb 17, 2026 11:02",53,Werehyaena Shaman,243,275.1,2453613,541262,219491,https://www.hunt-analyser.com/hunt_sessions/43679
43708,werehyena North,"Feb 18, 2026 04:57",49,Werehyaena,459,562.0,2909123,661488,313829,https://www.hunt-analyser.com/hunt_sessions/43708
43708,werehyena North,"Feb 18, 2026 04:57",49,Werehyaena Shaman,261,319.6,2909123,661488,313829,https://www.hunt-analyser.com/hunt_sessions/43708
43805,werehyena North,"Feb 19, 2026 16:11",51,Werehyaena,495,582.4,3716896,599502,252641,https://www.hunt-analyser.com/hunt_sessions/43805
43805,werehyena North,"Feb 19, 2026 16:11",51,Werehyaena Shaman,266,312.9,3716896,599502,252641,https://www.hunt-analyser.com/hunt_sessions/43805
43806,werehyena North,"Feb 19, 2026 17:07",50,Werehyaena,467,560.4,3524199,609382,242498,https://www.hunt-analyser.com/hunt_sessions/43806
43806,werehyena North,"Feb 19, 2026 17:07",50,Werehyaena Shaman,238,285.6,3524199,609382,242498,https://www.hunt-analyser.com/hunt_sessions/43806
44274,werehyena north,"Mar 02, 2026 16:30",63,Werehyaena,625,595.2,3077437,608089,327649,https://www.hunt-analyser.com/hunt_sessions/44274
44274,werehyena north,"Mar 02, 2026 16:30",63,Werehyaena Shaman,354,337.1,3077437,608089,327649,https://www.hunt-analyser.com/hunt_sessions/44274
44304,Exotic cave spider weekly task,"Mar 03, 2026 19:45",45,Exotic Bat,254,338.7,1846568,210411,93525,https://www.hunt-analyser.com/hunt_sessions/44304
44304,Exotic cave spider weekly task,"Mar 03, 2026 19:45",45,Exotic Cave Spider,111,148.0,1846568,210411,93525,https://www.hunt-analyser.com/hunt_sessions/44304
44526,werehyena north,"Mar 07, 2026 07:39",97,Werehyaena,848,524.5,4409575,656378,365474,https://www.hunt-analyser.com/hunt_sessions/44526
44526,werehyena north,"Mar 07, 2026 07:39",97,Werehyaena Shaman,422,261.0,4409575,656378,365474,https://www.hunt-analyser.com/hunt_sessions/44526
44735,Werehyena South :D,"Mar 11, 2026 14:05",203,Werehyaena,2431,718.5,3195123,688387,336189,https://www.hunt-analyser.com/hunt_sessions/44735
44735,Werehyena South :D,"Mar 11, 2026 14:05",203,Werehyaena Shaman,935,276.4,3195123,688387,336189,https://www.hunt-analyser.com/hunt_sessions/44735
44744,Werehyena South :D,"Mar 11, 2026 19:22",78,Werehyaena,909,699.2,2219461,614908,311005,https://www.hunt-analyser.com/hunt_sessions/44744
44744,Werehyena South :D,"Mar 11, 2026 19:22",78,Werehyaena Shaman,340,261.5,2219461,614908,311005,https://www.hunt-analyser.com/hunt_sessions/44744
44827,Werehyena South :D,"Mar 14, 2026 01:35",188,Werehyaena,2264,722.6,3299139,875466,575345,https://www.hunt-analyser.com/hunt_sessions/44827
44827,Werehyena South :D,"Mar 14, 2026 01:35",188,Werehyaena Shaman,932,297.4,3299139,875466,575345,https://www.hunt-analyser.com/hunt_sessions/44827
44971,MINO CULT,"Mar 17, 2026 21:07",91,Minotaur Cult Follower,595,392.3,1024455,775416,639629,https://www.hunt-analyser.com/hunt_sessions/44971
44971,MINO CULT,"Mar 17, 2026 21:07",91,Minotaur Cult Prophet,250,164.8,1024455,775416,639629,https://www.hunt-analyser.com/hunt_sessions/44971
44971,MINO CULT,"Mar 17, 2026 21:07",91,Minotaur Cult Zealot,149,98.2,1024455,775416,639629,https://www.hunt-analyser.com/hunt_sessions/44971
44971,MINO CULT,"Mar 17, 2026 21:07",91,Pig,3,2.0,1024455,775416,639629,https://www.hunt-analyser.com/hunt_sessions/44971
45096,Werehyena EK 245lvl,"Mar 20, 2026 19:05",60,Werehyaena,383,383.0,2338082,487570,213796,https://www.hunt-analyser.com/hunt_sessions/45096
45096,Werehyena EK 245lvl,"Mar 20, 2026 19:05",60,Werehyaena Shaman,155,155.0,2338082,487570,213796,https://www.hunt-analyser.com/hunt_sessions/45096
45119,Werehyena EK 245lvl,"Mar 21, 2026 08:53",57,Werehyaena,349,367.4,1665276,455682,223669,https://www.hunt-analyser.com/hunt_sessions/45119
45119,Werehyena EK 245lvl,"Mar 21, 2026 08:53",57,Werehyaena Shaman,132,138.9,1665276,455682,223669,https://www.hunt-analyser.com/hunt_sessions/45119
45119,Werehyena EK 245lvl,"Mar 21, 2026 08:53",57,Lich,1,1.1,1665276,455682,223669,https://www.hunt-analyser.com/hunt_sessions/45119
45415,Mino Cult 29.03,"Mar 29, 2026 08:51",30,Minotaur Cult Follower,228,456.0,1897516,586290,456634,https://www.hunt-analyser.com/hunt_sessions/45415
45415,Mino Cult 29.03,"Mar 29, 2026 08:51",30,Minotaur Cult Prophet,104,208.0,1897516,586290,456634,https://www.hunt-analyser.com/hunt_sessions/45415
45415,Mino Cult 29.03,"Mar 29, 2026 08:51",30,Minotaur Cult Zealot,67,134.0,1897516,586290,456634,https://www.hunt-analyser.com/hunt_sessions/45415
45417,Mino Cult 29.03,"Mar 29, 2026 10:11",47,Minotaur Cult Follower,339,432.8,1547101,715088,579860,https://www.hunt-analyser.com/hunt_sessions/45417
45417,Mino Cult 29.03,"Mar 29, 2026 10:11",47,Minotaur Cult Prophet,160,204.3,1547101,715088,579860,https://www.hunt-analyser.com/hunt_sessions/45417
45417,Mino Cult 29.03,"Mar 29, 2026 10:11",47,Minotaur Cult Zealot,100,127.7,1547101,715088,579860,https://www.hunt-analyser.com/hunt_sessions/45417
45417,Mino Cult 29.03,"Mar 29, 2026 10:11",47,Pig,2,2.6,1547101,715088,579860,https://www.hunt-analyser.com/hunt_sessions/45417
45419,Mino Cult 29.03,"Mar 29, 2026 12:04",45,Minotaur Cult Follower,367,489.3,1362258,777540,632145,https://www.hunt-analyser.com/hunt_sessions/45419
45419,Mino Cult 29.03,"Mar 29, 2026 12:04",45,Minotaur Cult Prophet,164,218.7,1362258,777540,632145,https://www.hunt-analyser.com/hunt_sessions/45419
45419,Mino Cult 29.03,"Mar 29, 2026 12:04",45,Minotaur Cult Zealot,112,149.3,1362258,777540,632145,https://www.hunt-analyser.com/hunt_sessions/45419
45419,Mino Cult 29.03,"Mar 29, 2026 12:04",45,Pig,1,1.3,1362258,777540,632145,https://www.hunt-analyser.com/hunt_sessions/45419
45449,Yalahar Grim reaper 3kk/h Raw,"Mar 30, 2026 07:09",165,Grim Reaper,1072,389.8,6009728,330750,-83590,https://www.hunt-analyser.com/hunt_sessions/45449
45449,Yalahar Grim reaper 3kk/h Raw,"Mar 30, 2026 07:09",165,Nightmare,57,20.7,6009728,330750,-83590,https://www.hunt-analyser.com/hunt_sessions/45449
45449,Yalahar Grim reaper 3kk/h Raw,"Mar 30, 2026 07:09",165,Nightmare Scion,39,14.2,6009728,330750,-83590,https://www.hunt-analyser.com/hunt_sessions/45449
48842,Crumbling Caverns,"Jun 17, 2026 11:12",65,Cinder Wyrmling,573,528.9,3629138,928691,685368,https://www.hunt-analyser.com/hunt_sessions/48842
48842,Crumbling Caverns,"Jun 17, 2026 11:12",65,Shell Drake,439,405.2,3629138,928691,685368,https://www.hunt-analyser.com/hunt_sessions/48842
48885,Crumbling Caverns,"Jun 17, 2026 16:39",124,Cinder Wyrmling,1121,542.4,3746985,912871,677706,https://www.hunt-analyser.com/hunt_sessions/48885
48885,Crumbling Caverns,"Jun 17, 2026 16:39",124,Shell Drake,870,421.0,3746985,912871,677706,https://www.hunt-analyser.com/hunt_sessions/48885
48969,Ravenous Lava Lurker,"Jun 18, 2026 15:22",29,Ravenous Lava Lurker,191,395.2,4526321,0,-271525,https://www.hunt-analyser.com/hunt_sessions/48969
49093,Ravenous Lava Lurker,"Jun 19, 2026 15:47",28,Ravenous Lava Lurker,184,394.3,4497300,0,-301008,https://www.hunt-analyser.com/hunt_sessions/49093
49093,Ravenous Lava Lurker,"Jun 19, 2026 15:47",28,Dromedary,1,2.1,4497300,0,-301008,https://www.hunt-analyser.com/hunt_sessions/49093
50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",60,Werewolf,149,149.0,4735274,373899,300405,https://www.hunt-analyser.com/hunt_sessions/50358
50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",60,Werefox,140,140.0,4735274,373899,300405,https://www.hunt-analyser.com/hunt_sessions/50358
50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",60,Werebear,139,139.0,4735274,373899,300405,https://www.hunt-analyser.com/hunt_sessions/50358
50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",60,Werebadger,139,139.0,4735274,373899,300405,https://www.hunt-analyser.com/hunt_sessions/50358
50358,Lycanthrope Grounds (Edron),"Jul 04, 2026 10:45",60,Wereboar,122,122.0,4735274,373899,300405,https://www.hunt-analyser.com/hunt_sessions/50358
50364,Grim Reaper Yalahar,"Jul 04, 2026 12:27",30,Grim Reaper,265,530.0,10939500,406430,305720,https://www.hunt-analyser.com/hunt_sessions/50364
50574,Grim reaper Yalahar,"Jul 07, 2026 10:43",103,Grim Reaper,919,535.3,7795404,302500,-27834,https://www.hunt-analyser.com/hunt_sessions/50574
50574,Grim reaper Yalahar,"Jul 07, 2026 10:43",103,Nightmare,7,4.1,7795404,302500,-27834,https://www.hunt-analyser.com/hunt_sessions/50574
50574,Grim reaper Yalahar,"Jul 07, 2026 10:43",103,Nightmare Scion,6,3.5,7795404,302500,-27834,https://www.hunt-analyser.com/hunt_sessions/50574
50582,40 min hyeans -2 south,"Jul 07, 2026 14:58",49,Werehyaena,514,629.4,2952220,594542,340269,https://www.hunt-analyser.com/hunt_sessions/50582
50582,40 min hyeans -2 south,"Jul 07, 2026 14:58",49,Werehyaena Shaman,216,264.5,2952220,594542,340269,https://www.hunt-analyser.com/hunt_sessions/50582
50607,buster spectre,"Jul 07, 2026 14:01",40,Burster Spectre,165,247.5,2230200,50034,50034,https://www.hunt-analyser.com/hunt_sessions/50607
50905,Glooth Plains - Surface,"Jul 10, 2026 15:33",30,Rot Elemental,209,418.0,3088526,331234,274212,https://www.hunt-analyser.com/hunt_sessions/50905
50905,Glooth Plains - Surface,"Jul 10, 2026 15:33",30,Glooth Blob,208,416.0,3088526,331234,274212,https://www.hunt-analyser.com/hunt_sessions/50905
50905,Glooth Plains - Surface,"Jul 10, 2026 15:33",30,Blood Beast,155,310.0,3088526,331234,274212,https://www.hunt-analyser.com/hunt_sessions/50905
50905,Glooth Plains - Surface,"Jul 10, 2026 15:33",30,Devourer,139,278.0,3088526,331234,274212,https://www.hunt-analyser.com/hunt_sessions/50905
51253,Lower Spike,"Jul 14, 2026 17:26",50,Lost Thrower,134,160.8,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Lost Basher,128,153.6,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Lost Husher,117,140.4,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Wyrm,99,118.8,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Vulcongra,99,118.8,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Drillworm,75,90.0,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Behemoth,66,79.2,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Dragon Lord,40,48.0,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Enslaved Dwarf,35,42.0,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51253,Lower Spike,"Jul 14, 2026 17:26",50,Nightmare Scion,5,6.0,2459311,460066,278344,https://www.hunt-analyser.com/hunt_sessions/51253
51793,Werehyena MS 290+,"Jul 21, 2026 13:51",37,Werehyaena,393,637.3,3331157,666534,463890,https://www.hunt-analyser.com/hunt_sessions/51793
51793,Werehyena MS 290+,"Jul 21, 2026 13:51",37,Werehyaena Shaman,230,373.0,3331157,666534,463890,https://www.hunt-analyser.com/hunt_sessions/51793
52064,BOOK WORLD,"Jul 25, 2026 05:32",53,Lion Hydra,392,443.8,5647162,594240,384268,https://www.hunt-analyser.com/hunt_sessions/52064
52064,BOOK WORLD,"Jul 25, 2026 05:32",53,Bluebeak,365,413.2,5647162,594240,384268,https://www.hunt-analyser.com/hunt_sessions/52064
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Behemoth,126,252.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Cyclops Drone,60,120.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Cyclops Smith,34,68.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Dwarf Soldier,18,36.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Cyclops,18,36.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52082,Behemoth (Cyclopolis),"Jul 25, 2026 12:21",30,Dragon,6,12.0,1028212,287960,224568,https://www.hunt-analyser.com/hunt_sessions/52082
52736,Hellspawn (Yalahar),"Aug 02, 2026 08:14",30,Hellspawn,187,374.0,1683640,293484,208160,https://www.hunt-analyser.com/hunt_sessions/52736
52736,Hellspawn (Yalahar),"Aug 02, 2026 08:14",30,Plaguesmith,22,44.0,1683640,293484,208160,https://www.hunt-analyser.com/hunt_sessions/52736
52736,Hellspawn (Yalahar),"Aug 02, 2026 08:14",30,Gozzler,8,16.0,1683640,293484,208160,https://www.hunt-analyser.com/hunt_sessions/52736
53077,Werehayena hunt,"Aug 02, 2026 21:09",59,Werehyaena,237,241.0,1487123,231784,43274,https://www.hunt-analyser.com/hunt_sessions/53077
53077,Werehayena hunt,"Aug 02, 2026 21:09",59,Werehyaena Shaman,126,128.1,1487123,231784,43274,https://www.hunt-analyser.com/hunt_sessions/53077
53078,Grim Reaper (Yalahar),"Aug 05, 2026 17:57",45,Grim Reaper,368,490.7,5397697,297107,174872,https://www.hunt-analyser.com/hunt_sessions/53078
53326,Hellspawn (Yalahar),"Aug 08, 2026 10:33",47,Hellspawn,269,343.4,1671358,177074,93012,https://www.hunt-analyser.com/hunt_sessions/53326
53326,Hellspawn (Yalahar),"Aug 08, 2026 10:33",47,Plaguesmith,49,62.6,1671358,177074,93012,https://www.hunt-analyser.com/hunt_sessions/53326
53326,Hellspawn (Yalahar),"Aug 08, 2026 10:33",47,Gozzler,2,2.6,1671358,177074,93012,https://www.hunt-analyser.com/hunt_sessions/53326
53327,Sea serpent (Svargrond),"Aug 08, 2026 11:45",50,Young Sea Serpent,327,392.4,1684045,163787,132138,https://www.hunt-analyser.com/hunt_sessions/53327
53327,Sea serpent (Svargrond),"Aug 08, 2026 11:45",50,Sea Serpent,265,318.0,1684045,163787,132138,https://www.hunt-analyser.com/hunt_sessions/53327
53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",15,Werefox,88,352.0,2207516,477892,379412,https://www.hunt-analyser.com/hunt_sessions/53352
53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",15,Werebadger,69,276.0,2207516,477892,379412,https://www.hunt-analyser.com/hunt_sessions/53352
53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",15,Wereboar,44,176.0,2207516,477892,379412,https://www.hunt-analyser.com/hunt_sessions/53352
53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",15,Werebear,13,52.0,2207516,477892,379412,https://www.hunt-analyser.com/hunt_sessions/53352
53352,Lycanthrope Grounds (Edron),"Aug 08, 2026 20:04",15,Bloodback,1,4.0,2207516,477892,379412,https://www.hunt-analyser.com/hunt_sessions/53352
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Stonerefiner,522,680.9,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Tarantula,13,17.0,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Bat,10,13.0,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Corym Charlatan,7,9.1,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Snake,4,5.2,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Marsh Stalker,4,5.2,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Feverish Citizen,4,5.2,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Corym Skirmisher,4,5.2,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53399,STONFIN 0908,"Aug 09, 2026 16:06",46,Swampling,2,2.6,521259,207196,169703,https://www.hunt-analyser.com/hunt_sessions/53399
53434,Glooth Plains - Surface (Oramond),"Aug 09, 2026 21:39",42,Rot Elemental,373,532.9,1974337,306191,233968,https://www.hunt-analyser.com/hunt_sessions/53434
53434,Glooth Plains - Surface (Oramond),"Aug 09, 2026 21:39",42,Glooth Blob,348,497.1,1974337,306191,233968,https://www.hunt-analyser.com/hunt_sessions/53434
53434,Glooth Plains - Surface (Oramond),"Aug 09, 2026 21:39",42,Devourer,163,232.9,1974337,306191,233968,https://www.hunt-analyser.com/hunt_sessions/53434
53434,Glooth Plains - Surface (Oramond),"Aug 09, 2026 21:39",42,Blood Beast,110,157.1,1974337,306191,233968,https://www.hunt-analyser.com/hunt_sessions/53434
