id,url,spawn,hunt_date,duration,minutes,party_size,party_comp,min_lvl,max_lvl,avg_lvl,has_creature_stats,xp_gain,raw_xp_gain,balance,supplies_total,loot_total,supplies_known,xp_h,raw_xp_h,balance_h,loot_h,query_min,query_max,query_party,query_search
44520,https://www.hunt-analyser.com/hunt_sessions/44520,True asuras,"Mar 07, 2026 08:49",01:02h,62,2,ED 615+EK 613,613,615,614,1,16495206,5291508,3080517,589838,3670355,1,15963102,5120814,2981145,3551956.0,0,0,,asura
44528,https://www.hunt-analyser.com/hunt_sessions/44528,True Asura [3/7],"Mar 07, 2026 04:36",03:10h,190,3,ED 638+RP 576+EK 642,576,642,619,1,53189338,12595873,7137968,1981931,9119899,1,16796633,3977644,2254095,2879968.0,0,0,,asura
44547,https://www.hunt-analyser.com/hunt_sessions/44547,True asuras,"Mar 07, 2026 17:30",01:58h,118,3,EK 616+ED 616+RP 570,570,616,601,1,32188030,8241699,3552452,1981524,5533976,1,16366794,4190694,1806331,2813886.0,0,0,,asura
44738,https://www.hunt-analyser.com/hunt_sessions/44738,True asuras,"Mar 11, 2026 21:02",01:21h,81,3,ED 619+EK 619+RP 575,575,619,604,1,15802963,6992547,4226210,1224639,5450849,1,11705898,5179664,3130525,4037666.0,0,0,,asura
44775,https://www.hunt-analyser.com/hunt_sessions/44775,True asuras,"Mar 12, 2026 21:37",01:48h,108,3,EK 620+ED 620+RP 577,577,620,606,1,18959052,8625921,5023406,1482045,6505451,1,10532806,4792178,2790781,3614139.0,0,0,,asura
45059,https://www.hunt-analyser.com/hunt_sessions/45059,True asuras,"Mar 19, 2026 20:28",02:11h,131,2,EK 623+ED 623,623,623,623,1,22265687,9873897,4739182,1104421,5843603,1,10198024,4522395,2170617,2676459.0,0,0,,asura
45100,https://www.hunt-analyser.com/hunt_sessions/45100,True asuras,"Mar 20, 2026 19:25",01:39h,99,2,EK 624+ED 624,624,624,624,1,27529577,13280415,3981838,1022144,5003982,1,16684592,8048736,2413235,3032716.0,0,0,,asura
45127,https://www.hunt-analyser.com/hunt_sessions/45127,True asuras,"Mar 21, 2026 16:04",03:15h,195,2,EK 626+ED 626,626,626,626,1,54346880,24604576,9466459,1604817,11071276,1,16722116,7570638,2912756,3406546.0,0,0,,asura
45156,https://www.hunt-analyser.com/hunt_sessions/45156,True asuras,"Mar 22, 2026 10:42",01:23h,83,3,ED 629+EK 628+RP 627,627,629,628,1,21572569,10340688,4220898,1058354,5279252,1,15594628,7475196,3051251,3816327.0,0,0,,asura
45539,https://www.hunt-analyser.com/hunt_sessions/45539,Asura Mirror,"Apr 01, 2026 13:30",00:55h,55,0,,,,,1,5572091,3714729,421449,0,421449,0,6078644,4052431,459762,459763.0,0,0,,asura
46669,https://www.hunt-analyser.com/hunt_sessions/46669,Asura Mirror,"Apr 30, 2026 07:22",01:01h,61,1,EK 586,586,586,586,1,8376258,5584172,1120897,251004,1371901,1,8238942,5492628,1102521,1349411.0,0,0,,asura
47754,https://www.hunt-analyser.com/hunt_sessions/47754,True asuras,"May 22, 2026 21:35",01:56h,116,2,ED 1116+EK 1207,1116,1207,1162,1,15351079,10234711,4636083,976201,5612284,1,7940213,5293816,2397973,2902906.0,0,0,,asura
48993,https://www.hunt-analyser.com/hunt_sessions/48993,asura,"Jun 18, 2026 16:49",00:10h,10,1,RP 330,330,330,330,1,184349,0,33555,22506,56061,1,1106094,0,201330,336366.0,0,0,,asura
49267,https://www.hunt-analyser.com/hunt_sessions/49267,True asuras,"Jun 21, 2026 17:06",01:02h,62,2,ED 706+EK 708,706,708,707,1,12599112,6841564,3597572,342829,3940401,1,12192689,6620868,3481521,3813291.0,0,0,,asura
49568,https://www.hunt-analyser.com/hunt_sessions/49568,True asuras,"Jun 25, 2026 18:23",01:03h,63,2,ED 711+EK 713,711,713,712,1,15600007,6933121,3497048,411580,3908628,1,14857149,6602972,3330521,3722503.0,0,0,,asura
49759,https://www.hunt-analyser.com/hunt_sessions/49759,True asuras,"Jun 27, 2026 16:30",01:19h,79,2,ED 717+EK 718,717,718,718,1,20030461,8789200,4080762,608423,4689185,1,15213008,6675341,3099312,3561406.0,0,0,,asura
49787,https://www.hunt-analyser.com/hunt_sessions/49787,[BOUNTY ADEPT] [ED - RUBINOT] - Asura Mirror,"Jun 27, 2026 19:10",00:14h,14,0,,,,,1,7,2,576,0,576,0,30,8,2468,2469.0,0,0,,asura
50187,https://www.hunt-analyser.com/hunt_sessions/50187,True asuras,"Jul 02, 2026 18:15",00:22h,22,2,ED 731+EK 734,731,734,732,1,11448215,5087938,1201468,220168,1421636,1,31222404,13876194,3276730,3877189.0,0,0,,asura
50699,https://www.hunt-analyser.com/hunt_sessions/50699,Asura Mirror,"Jul 06, 2026 01:47",03:10h,190,1,EK 527,527,527,527,1,52785829,14289411,3199995,271856,3471851,1,16669209,4512445,1010524,1096374.0,0,0,,asura
51716,https://www.hunt-analyser.com/hunt_sessions/51716,True asuras,"Jul 20, 2026 18:50",01:00h,60,2,ED 751+EK 750,750,751,750,1,10455176,6970361,3387792,473810,3861602,1,10455176,6970361,3387792,3861602.0,0,0,,asura
52884,https://www.hunt-analyser.com/hunt_sessions/52884,Asura (Mirror),"Aug 03, 2026 22:24",01:00h,60,1,EK 637,637,637,637,1,5315561,3543830,568882,207330,776212,1,5315561,3543830,568882,776212.0,0,0,,asura
54069,https://www.hunt-analyser.com/hunt_sessions/54069,Asura Mirror,"Aug 16, 2026 02:43",00:30h,30,1,RP 682,682,682,682,1,7955868,4326459,640101,147630,787731,1,15911736,8652918,1280202,1575462.0,0,0,,asura
54689,https://www.hunt-analyser.com/hunt_sessions/54689,Asura mirror,"Aug 22, 2026 08:30",01:21h,81,1,RP 531,531,531,531,1,9678106,6452071,973454,392326,1365780,1,7168967,4779311,721077,1011689.0,0,0,,asura
54697,https://www.hunt-analyser.com/hunt_sessions/54697,Asura Mirror,"Aug 22, 2026 10:10",01:07h,67,1,RP 531,531,531,531,1,8704198,5802799,1077418,347366,1424784,1,7794804,5196536,964851,1275926.0,0,0,,asura
55194,https://www.hunt-analyser.com/hunt_sessions/55194,True asuras,"Aug 27, 2026 18:38",01:03h,63,2,ED 776+EK 771,771,776,774,1,10949606,7299996,3662323,540216,4202539,1,10428196,6952377,3487926,4002418.0,0,0,,asura
55427,https://www.hunt-analyser.com/hunt_sessions/55427,True asuras,"Aug 30, 2026 10:24",01:17h,77,2,ED 779+EK 776,776,779,778,1,13174017,8782990,4154746,682354,4837100,1,10265467,6843888,3237464,3769169.0,0,0,,asura
55514,https://www.hunt-analyser.com/hunt_sessions/55514,True asuras,"Aug 31, 2026 08:31",01:09h,69,2,ED 782+EK 778,778,782,780,1,11996431,7997903,4015348,566077,4581425,1,10431679,6954698,3491606,3983848.0,0,0,,asura
55858,https://www.hunt-analyser.com/hunt_sessions/55858,True asuras,"Sep 04, 2026 15:47",00:24h,24,2,ED 792+EK 787,787,792,790,1,5972339,2559672,1104269,211992,1316261,1,14930847,6399180,2760672,3290652.0,0,0,,asura
56613,https://www.hunt-analyser.com/hunt_sessions/56613,❄️ Iceplume Strider – Test Hunt,"Sep 11, 2026 15:17",00:20h,20,1,EM 916,916,916,916,1,4290759,2860511,533940,32705,566645,1,12872277,8581533,1601820,1699935.0,0,0,,asura
56813,https://www.hunt-analyser.com/hunt_sessions/56813,❄️ Iceplume Strider – Bounty Hunt,"Sep 13, 2026 17:25",01:01h,61,1,EM 918,918,918,918,1,13632939,9088636,2470874,103871,2574745,1,13409448,8939641,2430367,2532536.0,0,0,,asura
