id,url,spawn,hunt_date,duration,minutes,party_size,party_comp,min_lvl,max_lvl,avg_lvl,has_creature_stats,xp_gain,raw_xp_gain,balance,xp_h,raw_xp_h,balance_h,query_min,query_max,query_party,query_search
49922,https://www.hunt-analyser.com/hunt_sessions/49922,Werelion -1,"Jun 29, 2026 07:58",00:31h,31,1,ED 545,545,545,545,1,4400938,1956056,579117,8517944,3785914,1120871,0,0,,werelion
51711,https://www.hunt-analyser.com/hunt_sessions/51711,Werelion -1 (post nerf),"Jul 20, 2026 12:43",00:55h,55,1,MS 494,494,494,494,1,5600676,2563150,638803,6109828,2796163,696876,0,0,,werelion
53750,https://www.hunt-analyser.com/hunt_sessions/53750,Werelions -1,"Aug 12, 2026 22:03",00:37h,37,0,,,,,1,2365953,1261930,312707,3836680,2046372,507092,0,0,,werelion
54319,https://www.hunt-analyser.com/hunt_sessions/54319,Werelions -1,"Aug 18, 2026 11:25",00:30h,30,1,RP 683,683,683,683,1,8732308,6823213,720091,17464616,13646426,1440182,0,0,,werelion
6290,https://www.hunt-analyser.com/hunt_sessions/6290,werelions (30m bonus xp),"Oct 13, 2024 00:01",02:24h,144,2,ED 438+EK 326,326,438,382,1,9251493,5735185,1604226,3854788,2389660,668427,0,0,,werelion
6296,https://www.hunt-analyser.com/hunt_sessions/6296,Werelions -1,"Oct 12, 2024 23:32",01:25h,85,0,,,,,1,4786600,3346353,1139090,3378776,2362131,804063,0,0,,werelion
27309,https://www.hunt-analyser.com/hunt_sessions/27309,Weretigers -2,"Mar 15, 2025 05:45",00:29h,29,1,RP 856,856,856,856,1,3429594,2286396,632031,7095711,4730474,1307650,0,0,,tiger
31446,https://www.hunt-analyser.com/hunt_sessions/31446,Weretigers v1,"Jun 15, 2025 19:15",01:34h,94,1,EK 718,718,718,718,1,6345320,2820186,629290,4050204,1800118,401674,0,0,,tiger
34112,https://www.hunt-analyser.com/hunt_sessions/34112,Weretigers -1,"Aug 05, 2025 07:08",00:28h,28,1,RP 425,425,425,425,1,2041503,1361002,99707,4374649,2916432,213657,0,0,,tiger
34128,https://www.hunt-analyser.com/hunt_sessions/34128,Weretigers -1,"Aug 05, 2025 15:15",00:13h,13,1,RP 425,425,425,425,1,845388,563592,52192,3901790,2601193,240886,0,0,,tiger
34207,https://www.hunt-analyser.com/hunt_sessions/34207,Weretigers -1,"Aug 07, 2025 06:21",00:30h,30,1,RP 426,426,426,426,1,2032926,1355284,168129,4065852,2710568,336258,0,0,,tiger
34283,https://www.hunt-analyser.com/hunt_sessions/34283,Weretigers -1,"Aug 08, 2025 08:45",00:30h,30,1,RP 426,426,426,426,1,2078016,1385344,103942,4156032,2770688,207884,0,0,,tiger
36047,https://www.hunt-analyser.com/hunt_sessions/36047,Weretigers -2,"Sep 05, 2025 04:19",00:30h,30,1,RP 439,439,439,439,1,4162356,1387452,274897,8324712,2774904,549794,0,0,,tiger
37087,https://www.hunt-analyser.com/hunt_sessions/37087,Weretigers -2,"Sep 23, 2025 12:52",00:30h,30,1,RP 448,448,448,448,1,2378010,1585340,208948,4756020,3170680,417896,0,0,,tiger
37667,https://www.hunt-analyser.com/hunt_sessions/37667,Weretigers -2,"Oct 02, 2025 10:49",00:30h,30,1,RP 455,455,455,455,1,2520977,1680652,207813,5041954,3361304,415626,0,0,,tiger
37717,https://www.hunt-analyser.com/hunt_sessions/37717,Weretigers -2,"Oct 03, 2025 11:37",00:30h,30,1,RP 456,456,456,456,1,2377760,1585174,206409,4755520,3170348,412818,0,0,,tiger
37740,https://www.hunt-analyser.com/hunt_sessions/37740,Weretigers -2,"Oct 03, 2025 18:40",00:31h,31,1,RP 456,456,456,456,1,2577718,1718480,279106,4989131,3326090,540205,0,0,,tiger
37749,https://www.hunt-analyser.com/hunt_sessions/37749,Weretigers -2,"Oct 04, 2025 02:51",00:40h,40,1,RP 456,456,456,456,1,3307897,2205265,338444,4961845,3307897,507666,0,0,,tiger
385,https://www.hunt-analyser.com/hunt_sessions/385,Weretigery w duo MS + RP,"Dec 31, 2023 11:14",01:09h,69,2,MS 616+RP 541,541,616,578,1,5560970,2894557,923942,4835626,2517006,803427,0,0,,tiger
38803,https://www.hunt-analyser.com/hunt_sessions/38803,Weretigers -2,"Oct 26, 2025 05:19",00:55h,55,1,RP 470,470,470,470,1,4862343,3241562,479227,5304374,3536249,522793,0,0,,tiger
38815,https://www.hunt-analyser.com/hunt_sessions/38815,Weretigers -2,"Oct 26, 2025 12:47",00:33h,33,1,RP 470,470,470,470,1,2974878,1983253,283144,5408869,3605914,514807,0,0,,tiger
39100,https://www.hunt-analyser.com/hunt_sessions/39100,Weretigers -2,"Nov 01, 2025 02:55",01:00h,60,1,RP 473,473,473,473,1,5963718,3975813,623952,5963718,3975813,623952,0,0,,tiger
39145,https://www.hunt-analyser.com/hunt_sessions/39145,Weretigers -1,"Nov 02, 2025 02:20",00:30h,30,1,RP 474,474,474,474,1,3730818,1703582,247703,7461636,3407164,495406,0,0,,tiger
39442,https://www.hunt-analyser.com/hunt_sessions/39442,Weretigers -2,"Nov 08, 2025 05:36",00:30h,30,1,RP 480,480,480,480,1,6734219,1829444,207395,13468438,3658888,414790,0,0,,tiger
39560,https://www.hunt-analyser.com/hunt_sessions/39560,Weretigers -1,"Nov 10, 2025 01:53",01:00h,60,1,RP 482,482,482,482,1,9504111,3168037,416136,9504111,3168037,416136,0,0,,tiger
40528,https://www.hunt-analyser.com/hunt_sessions/40528,Weretigers -2,"Nov 30, 2025 07:10",01:11h,71,1,RP 501,501,501,501,1,6447158,4500974,653776,5448302,3803640,552486,0,0,,tiger
41079,https://www.hunt-analyser.com/hunt_sessions/41079,Weretigers -2 (Fullmoon),"Dec 12, 2025 08:26",01:00h,60,1,EM 465,465,465,465,1,5983632,3659942,649252,5983632,3659942,649252,0,0,,tiger
42996,https://www.hunt-analyser.com/hunt_sessions/42996,Weretigers -2,"Jan 28, 2026 16:10",00:46h,46,1,RP 545,545,545,545,1,6448230,3959220,601819,8410734,5164200,784981,0,0,,tiger
43539,https://www.hunt-analyser.com/hunt_sessions/43539,Weretigers -2,"Feb 13, 2026 12:12",00:43h,43,1,RP 556,556,556,556,1,4995380,3532754,603575,6970297,4929424,842197,0,0,,tiger
43942,https://www.hunt-analyser.com/hunt_sessions/43942,Weretigers -1,"Feb 23, 2026 05:26",01:00h,60,1,RP 563,563,563,563,1,8703510,4347394,772296,8703510,4347394,772296,0,0,,tiger
43957,https://www.hunt-analyser.com/hunt_sessions/43957,Weretiger -2,"Feb 23, 2026 15:03",00:42h,42,0,,,,,1,4663660,2072738,339771,6662371,2961054,485387,0,0,,tiger
43996,https://www.hunt-analyser.com/hunt_sessions/43996,Weretiger -2,"Feb 24, 2026 14:17",00:40h,40,0,,,,,1,4776714,2122984,320651,7165071,3184476,480976,0,0,,tiger
45290,https://www.hunt-analyser.com/hunt_sessions/45290,Weretiger x2,"Mar 25, 2026 20:03",00:47h,47,2,ED 477+RP 417,417,477,447,1,3628851,3628851,942618,4632575,4632575,1203342,0,0,,tiger
45418,https://www.hunt-analyser.com/hunt_sessions/45418,Weretigers -2,"Mar 29, 2026 04:08",01:00h,60,1,RP 587,587,587,587,1,12944278,7920246,940650,12944278,7920246,940650,0,0,,tiger
45624,https://www.hunt-analyser.com/hunt_sessions/45624,Weretigers -2,"Apr 04, 2026 01:55",01:00h,60,1,RP 589,589,589,589,1,7596030,4515220,1067843,7596030,4515220,1067843,0,0,,tiger
46909,https://www.hunt-analyser.com/hunt_sessions/46909,Weretiger -1,"May 06, 2026 10:08",01:00h,60,1,EM 350,350,350,350,1,2719699,1813133,324016,2719699,1813133,324016,0,0,,tiger
47094,https://www.hunt-analyser.com/hunt_sessions/47094,EM 300+ WERETIGER -2,"May 10, 2026 05:36",00:55h,55,1,EM 318,318,318,318,1,4992087,2736499,218880,5445913,2985271,238778,0,0,,tiger
47643,https://www.hunt-analyser.com/hunt_sessions/47643,Weretigers -2,"May 20, 2026 07:27",00:36h,36,1,RP 621,621,621,621,1,7007849,3804183,663851,11679748,6340305,1106418,0,0,,tiger
48495,https://www.hunt-analyser.com/hunt_sessions/48495,Weretigers -2,"Jun 10, 2026 00:20",01:00h,60,1,RP 557,557,557,557,1,4728355,3152238,586194,4728355,3152238,586194,0,0,,tiger
4882,https://www.hunt-analyser.com/hunt_sessions/4882,Weretigers -2,"Sep 10, 2024 14:41",01:30h,90,1,EK 541,541,541,541,1,8069271,5379514,1045741,5379514,3586342,697160,0,0,,tiger
52653,https://www.hunt-analyser.com/hunt_sessions/52653,Weretiger -2,"Aug 01, 2026 10:30",00:37h,37,1,MS 508,508,508,508,1,8162215,3013148,825193,13236024,4886185,1338150,0,0,,tiger
52720,https://www.hunt-analyser.com/hunt_sessions/52720,Weretigers -1,"Aug 02, 2026 04:55",00:47h,47,1,RP 674,674,674,674,1,5865900,4385600,824284,7488382,5598638,1052277,0,0,,tiger
54788,https://www.hunt-analyser.com/hunt_sessions/54788,Weretiger,"Aug 23, 2026 09:34",01:00h,60,0,,,,,1,5672238,3781492,1049135,5672238,3781492,1049135,0,0,,lizard
6292,https://www.hunt-analyser.com/hunt_sessions/6292,Weretigers (Full Moon),"Oct 13, 2024 00:01",02:24h,144,2,ED 439+EK 328,328,439,384,1,8604250,5736501,1604226,3585104,2390208,668427,0,0,,tiger
9146,https://www.hunt-analyser.com/hunt_sessions/9146,Weretigers,"Nov 12, 2024 09:20",01:07h,67,1,EK 588,588,588,588,1,5448881,3632589,743658,4879594,3253064,665962,0,0,,tiger
30650,https://www.hunt-analyser.com/hunt_sessions/30650,Burster Spectre #33,"May 27, 2025 13:06",02:18h,138,1,EK 488,488,488,488,1,26011034,9654492,1031049,11309145,4197605,448282,0,0,,spectre
30699,https://www.hunt-analyser.com/hunt_sessions/30699,Burster Spectre #34,"May 28, 2025 11:52",02:32h,152,1,EK 490,490,490,490,1,28795770,10588091,1019608,11366751,4179509,402476,0,0,,spectre
30729,https://www.hunt-analyser.com/hunt_sessions/30729,Burster Spectre #35,"May 29, 2025 11:20",02:15h,135,1,EK 493,493,493,493,1,26240033,9642768,815480,11662236,4285674,362435,0,0,,spectre
30754,https://www.hunt-analyser.com/hunt_sessions/30754,Burster Spectre #36,"May 30, 2025 10:21",01:00h,60,1,EK 495,495,495,495,1,12961197,4599918,499430,12961197,4599918,499430,0,0,,spectre
30821,https://www.hunt-analyser.com/hunt_sessions/30821,Burster Spectre #37,"May 31, 2025 12:04",01:59h,119,1,EK 496,496,496,496,1,24934998,8850077,660320,12572267,4462223,332934,0,0,,spectre
30829,https://www.hunt-analyser.com/hunt_sessions/30829,Burster Spectre #38,"May 31, 2025 17:15",00:59h,59,1,EK 498,498,498,498,1,10633757,4552332,567852,10813990,4629490,577476,0,0,,spectre
31478,https://www.hunt-analyser.com/hunt_sessions/31478,Burster Spectre #39,"Jun 16, 2025 13:37",01:11h,71,1,EK 501,501,501,501,1,12281860,5820324,593077,10379036,4918583,501191,0,0,,spectre
31581,https://www.hunt-analyser.com/hunt_sessions/31581,Burster Spectre #40,"Jun 18, 2025 11:05",01:01h,61,1,EK 503,503,503,503,1,13509251,4807050,501199,13287787,4728245,492982,0,0,,spectre
31728,https://www.hunt-analyser.com/hunt_sessions/31728,Burster Spectre #41,"Jun 22, 2025 09:03",00:45h,45,1,EK 505,505,505,505,1,10037740,3522074,416298,13383653,4696098,555064,0,0,,spectre
31729,https://www.hunt-analyser.com/hunt_sessions/31729,Burster Spectre #42,"Jun 22, 2025 10:17",01:42h,102,1,EK 506,506,506,506,1,22022261,7786290,672666,12954271,4580170,395685,0,0,,spectre
31917,https://www.hunt-analyser.com/hunt_sessions/31917,Burster Spectre #43,"Jun 26, 2025 12:59",03:01h,181,1,EK 509,509,509,509,1,43995958,13217940,1435658,14584295,4381637,475908,0,0,,spectre
31986,https://www.hunt-analyser.com/hunt_sessions/31986,Burster Spectre #44,"Jun 27, 2025 10:22",01:29h,89,1,EK 513,513,513,513,1,20047360,6020472,520738,13515074,4058745,351059,0,0,,spectre
32119,https://www.hunt-analyser.com/hunt_sessions/32119,Burster Spectre #45,"Jun 30, 2025 12:44",01:55h,115,1,EK 514,514,514,514,1,30945909,8675988,813324,16145691,4526602,424342,0,0,,spectre
33141,https://www.hunt-analyser.com/hunt_sessions/33141,Burster Spectre #47,"Jul 19, 2025 20:36",00:37h,37,1,EK 527,527,527,527,1,5685363,2973516,265236,9219507,4821917,430112,0,0,,spectre
33346,https://www.hunt-analyser.com/hunt_sessions/33346,Burster Spectre #48,"Jul 23, 2025 01:20",00:32h,32,1,EK 528,528,528,528,1,3677202,2451468,255033,6894753,4596502,478186,0,0,,spectre
33524,https://www.hunt-analyser.com/hunt_sessions/33524,Burster Spectre #49,"Jul 25, 2025 21:59",01:08h,68,1,EK 528,528,528,528,1,14873885,5386197,355224,13124016,4752526,313432,0,0,,spectre
33637,https://www.hunt-analyser.com/hunt_sessions/33637,Burster Spectre #50,"Jul 27, 2025 16:01",00:28h,28,1,EK 529,529,529,529,1,6653285,2368920,228481,14257039,5076257,489602,0,0,,spectre
33640,https://www.hunt-analyser.com/hunt_sessions/33640,Burster Spectre #51,"Jul 27, 2025 16:44",01:00h,60,1,EK 529,529,529,529,1,14332159,5069808,415462,14332159,5069808,415462,0,0,,spectre
33851,https://www.hunt-analyser.com/hunt_sessions/33851,Burster Spectre #52,"Jul 30, 2025 21:49",01:08h,68,1,EK 531,531,531,531,1,15541696,5629487,539050,13713261,4967194,475632,0,0,,spectre
34236,https://www.hunt-analyser.com/hunt_sessions/34236,Burster Spectre #53,"Aug 07, 2025 21:02",01:37h,97,1,EK 534,534,534,534,1,15788407,7518358,655892,9766024,4650530,405706,0,0,,spectre
34308,https://www.hunt-analyser.com/hunt_sessions/34308,Burster Spectre #54,"Aug 08, 2025 21:09",02:00h,120,1,EK 536,536,536,536,1,41739832,9619611,986871,20869916,4809805,493435,0,0,,spectre
34346,https://www.hunt-analyser.com/hunt_sessions/34346,Burster Spectre #55,"Aug 09, 2025 13:46",01:54h,114,1,EK 539,539,539,539,1,39219744,9203520,963954,20641970,4843957,507344,0,0,,spectre
34410,https://www.hunt-analyser.com/hunt_sessions/34410,Burster Spectre #56,"Aug 10, 2025 12:09",01:04h,64,1,EK 544,544,544,544,1,14654556,5081160,463783,13738646,4763587,434796,0,0,,spectre
34682,https://www.hunt-analyser.com/hunt_sessions/34682,Burster Spectre #57,"Aug 14, 2025 21:10",01:17h,77,1,EK 545,545,545,545,1,15671160,5846079,-382323,12211293,4555386,-297915,0,0,,spectre
34893,https://www.hunt-analyser.com/hunt_sessions/34893,Gazer Spectres,"Aug 18, 2025 12:47",00:28h,28,1,RP 432,432,432,432,1,1503180,1002120,151091,3221100,2147400,323766,0,0,,spectre
36992,https://www.hunt-analyser.com/hunt_sessions/36992,Ripper Spectre,"Sep 21, 2025 11:39",01:00h,60,1,MS 630,630,630,630,1,5462492,3641817,839651,5462492,3641817,839651,0,0,,spectre
37719,https://www.hunt-analyser.com/hunt_sessions/37719,Ripper Spectre,"Oct 03, 2025 12:24",00:50h,50,2,ED 315+EK 368,315,368,342,1,4935761,2594743,559796,5922913,3113691,671755,0,0,,spectre
38498,https://www.hunt-analyser.com/hunt_sessions/38498,Burster Spectre #58,"Oct 19, 2025 14:39",01:03h,63,1,EK 549,549,549,549,1,7581600,5054400,393221,7220571,4813714,374496,0,0,,spectre
38628,https://www.hunt-analyser.com/hunt_sessions/38628,Burster Spectre #59,"Oct 22, 2025 18:53",01:08h,68,1,EK 550,550,550,550,1,8378640,5585760,591874,7392917,4928611,522241,0,0,,spectre
38726,https://www.hunt-analyser.com/hunt_sessions/38726,Burster Spectre #60,"Oct 24, 2025 23:16",00:25h,25,1,EK 551,551,551,551,1,2997900,1998600,162020,7194960,4796640,388848,0,0,,spectre
38802,https://www.hunt-analyser.com/hunt_sessions/38802,Burster Spectre #61,"Oct 26, 2025 09:39",00:17h,17,1,EK 552,552,552,552,1,3850182,1404600,151574,13588877,4957411,534967,0,0,,spectre
41046,https://www.hunt-analyser.com/hunt_sessions/41046,INQ Demon Forge (The Well of Souls),"Dec 11, 2025 15:40",01:04h,64,1,EK 434,434,434,434,1,1514454,1514454,310019,1419800,1419800,290642,0,0,,spectre
43353,https://www.hunt-analyser.com/hunt_sessions/43353,Burster Spectre,"Feb 07, 2026 02:46",00:22h,22,0,,,,,1,2509569,1195033,27341,6844279,3259180,74566,0,0,,spectre
43487,https://www.hunt-analyser.com/hunt_sessions/43487,Gazer Spectres,"Feb 11, 2026 23:34",00:58h,58,3,ED 196+EM 178+EK 178,178,196,184,1,2214629,1476420,-72195,2290995,1527331,-74685,0,0,,spectre
43629,https://www.hunt-analyser.com/hunt_sessions/43629,Gazers Spectres,"Feb 15, 2026 23:04",01:18h,78,3,ED 203+EM 185+EK 187,185,203,192,1,2423166,1227415,50213,1863973,944165,38625,0,0,,spectre
43686,https://www.hunt-analyser.com/hunt_sessions/43686,Gazer Spectre,"Feb 17, 2026 15:07",00:26h,26,0,,,,,1,1660110,1106740,237249,3831023,2554015,547497,0,0,,spectre
43747,https://www.hunt-analyser.com/hunt_sessions/43747,Ripper Spectres,"Feb 18, 2026 22:06",02:07h,127,4,ED 213+EM 194+MS 271+EK 199,194,271,219,1,5428919,3619292,572826,2564843,1709901,270626,0,0,,spectre
43825,https://www.hunt-analyser.com/hunt_sessions/43825,Ripper Spectres,"Feb 19, 2026 22:30",01:49h,109,4,ED 216+EM 197+EK 203+RP 184,184,216,200,1,3792867,2528584,65912,2087816,1391881,36281,0,0,,spectre
44000,https://www.hunt-analyser.com/hunt_sessions/44000,Burster Spectre,"Feb 24, 2026 16:53",00:25h,25,0,,,,,1,3013065,1339140,105349,7231356,3213936,252837,0,0,,spectre
44366,https://www.hunt-analyser.com/hunt_sessions/44366,PH Gazer Spectres - No Thanatursus,"Mar 04, 2026 19:34",01:43h,103,1,ED 326,326,326,326,1,4279590,2699760,644290,2492965,1572675,375314,0,0,,spectre
44751,https://www.hunt-analyser.com/hunt_sessions/44751,Ripper Spectres,"Mar 11, 2026 19:35",01:05h,65,0,,,,,1,5319221,3546306,402215,4910050,3273513,371275,0,0,,spectre
44753,https://www.hunt-analyser.com/hunt_sessions/44753,Ripper Spectres,"Mar 11, 2026 22:02",01:05h,65,0,,,,,1,4775789,3184003,503914,4408420,2939079,465151,0,0,,spectre
44765,https://www.hunt-analyser.com/hunt_sessions/44765,Ripper Spectres,"Mar 12, 2026 06:45",00:52h,52,0,,,,,1,3616575,2411157,343727,4172971,2782104,396608,0,0,,spectre
47140,https://www.hunt-analyser.com/hunt_sessions/47140,Oramond Furys,"May 11, 2026 10:58",00:28h,28,1,RP 617,617,617,617,1,3927862,1871336,593862,8416847,4010005,1272561,0,0,,spectre
48262,https://www.hunt-analyser.com/hunt_sessions/48262,Ripper Spectre,"Jun 03, 2026 19:27",00:51h,51,3,ED 200+MS 171+EK 205,171,205,192,0,0,0,136480,0,0,160564,0,0,,spectre
48828,https://www.hunt-analyser.com/hunt_sessions/48828,Burster Spectres,"Jun 17, 2026 05:36",00:16h,16,1,RP 641,641,641,641,1,1899000,1266000,147698,7121250,4747500,553867,0,0,,spectre
49530,https://www.hunt-analyser.com/hunt_sessions/49530,Gazer Spectre,"Jun 25, 2026 00:33",01:00h,60,1,RP 562,562,562,562,1,4364010,2909340,661515,4364010,2909340,661515,0,0,,spectre
50335,https://www.hunt-analyser.com/hunt_sessions/50335,Gazer Spectres,"Jul 04, 2026 05:45",00:30h,30,1,RP 656,656,656,656,1,6315967,1684258,390667,12631934,3368516,781334,0,0,,spectre
50336,https://www.hunt-analyser.com/hunt_sessions/50336,Burster Spectres,"Jul 04, 2026 05:08",00:30h,30,1,RP 657,657,657,657,1,8804250,2347800,273211,17608500,4695600,546422,0,0,,spectre
50735,https://www.hunt-analyser.com/hunt_sessions/50735,Ripper Spectre,"Jul 08, 2026 23:43",01:00h,60,1,RP 567,567,567,567,1,5688525,3792350,639575,5688525,3792350,639575,0,0,,spectre
50796,https://www.hunt-analyser.com/hunt_sessions/50796,Ripper Spectre,"Jul 09, 2026 10:44",00:42h,42,1,RP 661,661,661,661,1,5701998,4071959,938758,8145711,5817084,1341082,0,0,,spectre
51201,https://www.hunt-analyser.com/hunt_sessions/51201,Ripper Spectre,"Jul 14, 2026 04:37",00:34h,34,1,RP 665,665,665,665,1,4480620,3194580,646418,7906976,5637494,1140737,0,0,,spectre
51391,https://www.hunt-analyser.com/hunt_sessions/51391,Ripper Spectre,"Jul 16, 2026 08:52",00:55h,55,1,RP 665,665,665,665,1,7490522,5352432,1185844,8171478,5839016,1293648,0,0,,spectre
52068,https://www.hunt-analyser.com/hunt_sessions/52068,Ripper Spectre,"Jul 25, 2026 05:53",00:32h,32,1,RP 672,672,672,672,1,5168709,3878306,1015372,9691329,7271823,1903822,0,0,,spectre
53031,https://www.hunt-analyser.com/hunt_sessions/53031,Burster Spectres,"Aug 05, 2026 13:05",00:42h,42,1,RP 676,676,676,676,1,4921016,4351016,441090,7030022,6215737,630128,0,0,,spectre
53132,https://www.hunt-analyser.com/hunt_sessions/53132,Ripper Spectre,"Aug 06, 2026 13:02",00:13h,13,1,MS 327,327,327,327,1,1600401,785351,181650,7386466,3624696,838384,0,0,,spectre
53149,https://www.hunt-analyser.com/hunt_sessions/53149,GAZER SPECTRE +21% DMG BOUNTY,"Aug 06, 2026 16:21",00:47h,47,0,,,,,1,7608861,6327575,695906,9713439,8077755,888390,0,0,,spectre
53617,https://www.hunt-analyser.com/hunt_sessions/53617,Burster Spectre,"Aug 12, 2026 01:52",01:00h,60,1,RP 575,575,575,575,1,3677400,3677400,78019,3677400,3677400,78019,0,0,,spectre
25222,https://www.hunt-analyser.com/hunt_sessions/25222,Carlin Cults,"Feb 20, 2025 09:46",00:17h,17,0,,,,,1,392340,229600,-30874,1384729,810352,-108968,0,0,,cults
27989,https://www.hunt-analyser.com/hunt_sessions/27989,mino cults,"Mar 31, 2025 07:22",02:30h,150,1,EK 270,270,270,270,1,2556766,2360916,1721485,1022706,944366,688594,0,0,,cults
36498,https://www.hunt-analyser.com/hunt_sessions/36498,MINO CULTS,"Sep 11, 2025 14:18",01:22h,82,1,EK 406,406,406,406,1,2058210,1372140,867892,1506007,1004004,635042,0,0,,cults
44399,https://www.hunt-analyser.com/hunt_sessions/44399,Cults Carlin,"Mar 05, 2026 17:44",00:09h,9,1,ED 446,446,446,446,1,294409,196273,-10576,1962726,1308486,-70507,0,0,,cults
53032,https://www.hunt-analyser.com/hunt_sessions/53032,Roothings -2 x4 Hunt,"Aug 04, 2026 17:02",02:01h,121,4,MS 913+ED 866+EM 766+EK 839,766,913,846,0,0,0,5199343,0,0,2578186,0,0,,lizard
53845,https://www.hunt-analyser.com/hunt_sessions/53845,Crypt Warrior,"Aug 14, 2026 01:08",01:00h,60,0,,,,,1,13899284,4329542,464720,13899284,4329542,464720,0,0,,lizard
34294,https://www.hunt-analyser.com/hunt_sessions/34294,Edron Vampires,"Aug 08, 2025 12:31",01:22h,82,1,ED 645,645,645,645,1,1246125,830882,575867,911798,607962,421366,0,0,,vampire
