date,buy,sell
2026-08-18,765,839
2026-08-18,765,839
2026-08-19,955,1229
2026-08-20,1003,1193
2026-08-20,1003,1193
2026-08-21,1001,0
2026-08-22,818,999
2026-08-22,802,992
2026-08-23,813,1138
2026-08-24,813,1138
2026-08-25,828,1032
2026-08-26,827,1363
2026-08-26,827,1363
2026-08-27,927,1300
2026-08-28,957,1112
2026-08-28,907,0
2026-08-29,684,994
2026-08-30,684,994
2026-08-31,412,855
2026-09-01,413,1081
2026-09-01,413,1081
2026-09-02,1001,1444
2026-09-03,946,1184
2026-09-03,946,1184
2026-09-04,535,1099
2026-09-05,608,1104
2026-09-06,623,1065
2026-09-07,637,1241
2026-09-08,633,1129
2026-09-09,635,1245
2026-09-09,643,1065
2026-09-10,655,1053
2026-09-11,658,0
2026-09-12,670,907
2026-09-13,695,883
2026-09-14,705,963
