date,buy,sell
2026-08-17,218,248
2026-08-17,218,248
2026-08-18,220,243
2026-08-19,220,247
2026-08-19,220,247
2026-08-20,221,248
2026-08-21,224,248
2026-08-22,228,244
2026-08-23,230,237
2026-08-23,230,237
2026-08-24,230,249
2026-08-25,231,247
2026-08-25,231,247
2026-08-26,235,247
2026-08-27,235,247
2026-08-28,231,247
2026-08-29,235,247
2026-08-29,235,247
2026-08-30,233,244
2026-08-31,231,247
2026-08-31,231,247
2026-09-01,232,244
2026-09-02,232,249
2026-09-03,232,249
2026-09-04,230,247
2026-09-05,231,248
2026-09-06,233,248
2026-09-07,231,243
2026-09-07,225,247
2026-09-08,220,271
2026-09-09,224,263
2026-09-10,221,250
2026-09-11,208,245
2026-09-12,164,245
2026-09-13,158,239
2026-09-14,164,244
