date,buy,sell
2026-08-18,83,101
2026-08-18,83,101
2026-08-19,88,99
2026-08-20,90,99
2026-08-20,90,99
2026-08-21,91,97
2026-08-22,87,96
2026-08-22,79,97
2026-08-23,76,94
2026-08-24,76,94
2026-08-25,77,108
2026-08-26,86,103
2026-08-26,86,103
2026-08-27,86,101
2026-08-28,85,98
2026-08-28,91,108
2026-08-29,96,118
2026-08-30,96,118
2026-08-31,97,116
2026-09-01,96,111
2026-09-01,96,111
2026-09-02,78,109
2026-09-03,95,129
2026-09-03,95,129
2026-09-04,102,121
2026-09-05,95,119
2026-09-06,101,118
2026-09-07,102,123
2026-09-08,97,121
2026-09-09,94,116
2026-09-09,95,115
2026-09-10,101,119
2026-09-11,105,119
2026-09-12,103,118
2026-09-13,101,115
2026-09-14,98,112
