date,buy,sell
2026-08-18,2204,2497
2026-08-18,2204,2497
2026-08-19,2208,3152
2026-08-20,2208,2441
2026-08-20,2208,2441
2026-08-21,2205,2859
2026-08-22,2215,2541
2026-08-22,2221,2554
2026-08-23,2223,2222
2026-08-24,2223,2222
2026-08-25,2229,2551
2026-08-26,2234,3066
2026-08-26,2234,3066
2026-08-27,2234,3347
2026-08-28,2216,2568
2026-08-28,2219,2729
2026-08-29,2233,2571
2026-08-30,2233,2571
2026-08-31,2240,2807
2026-09-01,2247,2508
2026-09-01,2247,2508
2026-09-02,2239,3329
2026-09-03,2284,2748
2026-09-03,2284,2748
2026-09-04,2239,2594
2026-09-05,2229,2462
2026-09-06,2203,2455
2026-09-07,2207,2439
2026-09-08,2204,2539
2026-09-09,2158,3155
2026-09-09,2172,2870
2026-09-10,2185,2434
2026-09-11,2198,2776
2026-09-12,2197,2518
2026-09-13,2215,2498
2026-09-14,2206,2471
