date,buy,sell
2026-08-17,83,147
2026-08-17,83,147
2026-08-18,83,148
2026-08-19,83,162
2026-08-19,83,162
2026-08-20,83,305
2026-08-21,83,430
2026-08-22,84,271
2026-08-23,83,242
2026-08-23,83,242
2026-08-24,83,208
2026-08-25,84,141
2026-08-25,84,141
2026-08-26,85,135
2026-08-27,86,137
2026-08-28,87,127
2026-08-29,86,116
2026-08-29,86,116
2026-08-30,84,0
2026-08-31,83,111
2026-08-31,83,111
2026-09-01,85,140
2026-09-02,85,120
2026-09-03,85,120
2026-09-04,86,186
2026-09-05,90,156
2026-09-06,91,256
2026-09-07,96,149
2026-09-07,94,114
2026-09-08,94,195
2026-09-09,94,112
2026-09-10,93,100
2026-09-11,91,114
2026-09-12,90,130
2026-09-13,91,147
2026-09-14,90,169
