date,buy,sell
2026-08-18,3361,4319
2026-08-18,3361,4319
2026-08-19,3919,4677
2026-08-20,3809,4838
2026-08-20,3809,4838
2026-08-21,4033,4803
2026-08-22,4125,4587
2026-08-22,4208,4408
2026-08-23,4173,4502
2026-08-24,4173,4502
2026-08-25,3657,4530
2026-08-26,3698,4437
2026-08-26,3698,4437
2026-08-27,4236,4503
2026-08-28,4020,4422
2026-08-28,4253,4571
2026-08-29,4393,4565
2026-08-30,4393,4565
2026-08-31,3606,4418
2026-09-01,4557,4983
2026-09-01,4557,4983
2026-09-02,3686,4891
2026-09-03,3548,4459
2026-09-03,3548,4459
2026-09-04,4007,4628
2026-09-05,4357,4897
2026-09-06,4798,5527
2026-09-07,5065,5449
2026-09-08,5041,5654
2026-09-09,5061,5325
2026-09-09,4999,5337
2026-09-10,4355,5496
2026-09-11,4492,5596
2026-09-12,4578,5669
2026-09-13,4942,5852
2026-09-14,3980,4907
